reviewed_at_utc,replicate,model,stage,instance_id,chain_id,run_json,gold_file,evaluation_unit,review1_pass,review2_pass,two_review_adoptable,gold_step_count,candidate_step_count,recall_hits,recall_total,recall,precision_hits,precision_total,precision,behavior_sequence_order_hits,behavior_sequence_order_total,behavior_sequence_order,review_summary,dataset_label,comparison_scope,scoring_mode,review_status,stage_label,chain_type,framework_group,evaluable_chain,reviewer_a_source,reviewer_b_source,format_failure_note,adjudication_pass,adjudication_rule
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage1,chain_12_e08_python_simplehttpserver_network_chain_stage1,chain_12_e08_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_12_e08_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,10,2,2,1.0,2,10,0.2,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; text asserts python SimpleHTTPServer command and matching remote endpoint 10.193.66.115:39277 with telemetry, plus extra file/read or adjacent-chain behavior. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports chain_12 python  -m SimpleHTTPServer and 10.193.66.115:39277 network evidence; file operations and a separate later python listen chain are extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage2,chain_06_e04_python_simplehttpserver_network_chain_stage2,chain_06_e04_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_06_e04_python_simplehttpserver_network_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,7,2,2,1.0,2,7,0.2857142857142857,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged text supports the SimpleHTTPServer command and remote endpoint 10.193.66.115:58199 with non-alert telemetry, while notepad/index file activity is extra candidate behavior. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports the gold python command and network endpoint with CBC NGAV evidence; notepad write and index.html file operations are extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage2,chain_09_e07_cmdexe_other_chain_stage2,chain_09_e07_cmdexe_other_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_09_e07_cmdexe_other_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,4,2,2,1.0,2,4,0.5,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged text gives discord.exe -> cmd.exe and the exact nvidia-smi command line with concrete non-alert process/module telemetry, so both gold steps hit. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports Discord.exe creating cmd.exe and the /q /d /s /c nvidia-smi command with non-alert CBC evidence; module-load/terminate observations are extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,process_time_clue,cmdexe_other_chain,command_shell_execution,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage2,chain_10_e07_discord_run_key_registry_chain_stage2,chain_10_e07_discord_run_key_registry_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_10_e07_discord_run_key_registry_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,3,4,3,3,1.0,3,4,0.75,3,3,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged text asserts discord.exe parent evidence for reg.exe plus concrete query/add command lines and registry write telemetry for Run\Discord, satisfying all three gold steps. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports Discord/Squirrel parentage, reg.exe query, and reg.exe add/write to Run\Discord with non-alert CBC registry evidence; update.exe parent is extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,process_time_clue,discord_run_key_registry_chain,persistence_registry_run_key,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage2,chain_11_e07_sublime_python_script_execution_chain_stage2,chain_11_e07_sublime_python_script_execution_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_11_e07_sublime_python_script_execution_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,6,11,6,6,1.0,6,11,0.5454545454545454,6,6,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged chains cover hello.py plugin_host/cmd/python execution and a pip install xmltodict command with concrete process/command evidence, so all six gold steps hit. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports the hello.py Sublime/plugin_host/cmd/python chain and the separate python pip install xmltodict step; repeated hello.py execution is extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,process_time_clue,sublime_python_script_execution_chain,script_execution_chain,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage2,chain_12_e08_python_simplehttpserver_network_chain_stage2,chain_12_e08_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_12_e08_python_simplehttpserver_network_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,5,2,2,1.0,2,5,0.4,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged text supports the python SimpleHTTPServer command and remote endpoint 10.193.66.115:39277 with concrete non-alert evidence, with index.html read as an extra candidate. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports the gold python command and ACTION_CONNECTION_ESTABLISHED endpoint; index.html file-access steps are extra and CBC alert alone is not counted.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage2,chain_13_e09_dns_packet_capture_batch_chain_stage2,chain_13_e09_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_13_e09_dns_packet_capture_batch_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,5,8,3,5,0.6,3,8,0.375,3,5,0.6,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; pid 3652 start_dns_logs.bat with tshark child is credited, but the second pid 4280 chain is described as CBC-alert-only and the SimpleHTTPServer side chain is extra. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports the 3652 start_dns_logs/tshark chain with non-alert evidence; later python listen and 4280 alert-only packet-capture chain are extra or uncredited.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,process_time_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage3,chain_07_e05_sublime_python_script_execution_chain_stage3,chain_07_e05_sublime_python_script_execution_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_07_e05_sublime_python_script_execution_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,10,10,7,10,0.7,7,10,0.7,7,10,0.7,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; final recovered chains support helloworld.py and helloworld2.py plugin_host/cmd/python executions with concrete PIDs and commands, but no separate direct sublime_text->python gold step is  / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text reconstructs helloworld.py and helloworld2 plugin_host/cmd/python chains using CBC evidence, but misses the direct sublime_text->python gold step and includes extra script/API-call ",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,non_alert_telemetry_only,sublime_python_script_execution_chain,script_execution_chain,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage3,chain_09_e07_cmdexe_other_chain_stage3,chain_09_e07_cmdexe_other_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_09_e07_cmdexe_other_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,4,2,2,1.0,2,4,0.5,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; the text focuses on the Discord-spawned cmd.exe nvidia-smi command with matching parent/child and command-line evidence, so both gold steps are accepted. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports the Discord.exe -> cmd.exe parent-child relation and the nvidia-smi /c command via CBC EDR/NGAV behavior events; extra module/termination evidence remains extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,non_alert_telemetry_only,cmdexe_other_chain,command_shell_execution,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage3,chain_10_e07_discord_run_key_registry_chain_stage3,chain_10_e07_discord_run_key_registry_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_10_e07_discord_run_key_registry_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,3,4,3,3,1.0,3,4,0.75,3,3,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; query and add reg.exe instances have ppid/parent discord.exe, exact Run\Discord command lines, and ACTION_WRITE_VALUE for the add, so all gold steps hit. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports Discord.exe parent, reg.exe query, and reg.exe add ACTION_WRITE_VALUE on Run\Discord with CBC EDR/NGAV evidence; update.exe parent is extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,non_alert_telemetry_only,discord_run_key_registry_chain,persistence_registry_run_key,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage3,chain_11_e07_sublime_python_script_execution_chain_stage3,chain_11_e07_sublime_python_script_execution_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_11_e07_sublime_python_script_execution_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,6,13,6,6,1.0,6,13,0.46153846153846156,6,6,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; final chain reconstruction includes hello.py plugin_host->cmd->python behavior and pip install xmltodict with non-alert process evidence, matching all gold steps with extra repeated/auxili / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports hello.py execution and pip install xmltodict, but includes repeated hello.py execution plus extra file/module/API/termination steps.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,non_alert_telemetry_only,sublime_python_script_execution_chain,script_execution_chain,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage3,chain_12_e08_python_simplehttpserver_network_chain_stage3,chain_12_e08_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_12_e08_python_simplehttpserver_network_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,5,2,2,1.0,2,5,0.4,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; even though process-creation context is limited, the text asserts observed SimpleHTTPServer command, matching network endpoint, and file-read evidence, so the two gold steps hit. / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports the 18:35 python SimpleHTTPServer network event for 10.193.66.115:39277; file access and a later unrelated cmd/python chain are extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:28:46.464243+00:00,replicate_01,gpt-5.5,stage2,chain_18_e13_dns_packet_capture_batch_chain_stage2,chain_18_e13_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_18_e13_dns_packet_capture_batch_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,3,2,2,1.0,2,3,0.6666666666666666,2,2,1.0,"format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; cmd.exe pid 4280 has parent explorer evidence and the exact /c start_dns_logs.bat command, while tshark child evidence is extra for this two-step gold chain.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_agreed,process_time_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011936Z_25.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011936Z_25.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,,
2026-06-14T01:29:03.476116+00:00,replicate_01,gpt-5.5,stage1,chain_14_e09_python_simplehttpserver_network_chain_stage1,chain_14_e09_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_14_e09_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,5,2,2,1.0,2,5,0.4,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; text asserts python SimpleHTTPServer command and non-alert network listen telemetry, with cmd parent evidence as support, so both gold steps hit and the parent launch is extra. / format failure: output_text is raw Responses content, not formal JSON/code_steps. Observed cmd->python parent evidence, python -m SimpleHTTPServer, and non-alert CBC netconn/listen evidence; alert and module/script summaries are extra and CBC alert alone was not used for hits.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011936Z_25.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011936Z_25.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:29:03.476116+00:00,replicate_01,gpt-5.5,stage1,chain_15_e10_python_simplehttpserver_network_chain_stage1,chain_15_e10_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_15_e10_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,3,2,2,1.0,2,3,0.6666666666666666,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged text gives python -m SimpleHTTPServer and the exact 10.193.66.115:54869 network connection with CBC EDR/NGAV telemetry. / format failure: output_text is raw Responses content, not formal JSON/code_steps. Final chain asserts python -m SimpleHTTPServer and non-alert network create/established to 10.193.66.115:54869; CBC alert is counted as extra but not used as hit.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011936Z_25.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011936Z_25.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:29:03.476116+00:00,replicate_01,gpt-5.5,stage1,chain_16_e11_python_simplehttpserver_network_chain_stage1,chain_16_e11_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_16_e11_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,3,2,2,1.0,2,3,0.6666666666666666,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; the text identifies python -m SimpleHTTPServer and a matching 10.193.66.115:51647 network event from CBC NGAV, so both gold steps hit. / format failure: output_text is raw Responses content, not formal JSON/code_steps. Recovered python -m SimpleHTTPServer and non-alert connection to 10.193.66.115:51647; CBC alert is extra and not used as supporting evidence.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011936Z_25.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011936Z_25.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:29:03.476116+00:00,replicate_01,gpt-5.5,stage1,chain_17_e12_python_simplehttpserver_network_chain_stage1,chain_17_e12_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_17_e12_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,True,True,True,2,7,2,2,1.0,2,7,0.2857142857142857,2,2,1.0,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; it credits the 48503 SimpleHTTPServer command/network pair, while additional observed ports and a later separate python SimpleHTTPServer instance are extra candidates. / format failure: output_text is raw Responses content, not formal JSON/code_steps. Recovered pid 5816 python -m SimpleHTTPServer and non-alert network connection 10.193.66.115:48503; other same-day endpoints, termination, and alert are extra.",gpt-5.5_low_103run_salvage,full_available,raw_text_salvage,two_review_plus_adjudication,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011936Z_25.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011936Z_25.jsonl,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,"conservative: max(candidate_step_count), min(hit counts)"
