path,folder,run_id,model,status,error_type,input_tokens,output_tokens,cached_input_tokens,mtime
data\current_experiment\runs\clouseau_reconstruction_outputs\20260612T102004Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official\run.json,20260612T102004Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,20260612T102004Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,error,APIConnectionError,0,0,0,1781259670.1201599
data\current_experiment\runs\clouseau_reconstruction_outputs\20260612T121038Z_chain_17_e12_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260612T121038Z_chain_17_e12_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260612T121038Z_chain_17_e12_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,66665,3555,0,1781266757.814149
data\current_experiment\runs\clouseau_reconstruction_outputs\20260612T121038Z_chain_17_e12_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260612T121038Z_chain_17_e12_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260612T121038Z_chain_17_e12_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,33749,2953,0,1781266761.546355
data\current_experiment\runs\clouseau_reconstruction_outputs\20260612T121922Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official\run.json,20260612T121922Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,20260612T121922Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,45537,5208,0,1781268084.3965204
data\current_experiment\runs\clouseau_reconstruction_outputs\20260612T121925Z_chain_18_e13_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official\run.json,20260612T121925Z_chain_18_e13_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,20260612T121925Z_chain_18_e13_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,74401,4240,0,1781267600.1409733
data\current_experiment\runs\clouseau_reconstruction_outputs\20260612T123324Z_chain_18_e13_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official\run.json,20260612T123324Z_chain_18_e13_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,20260612T123324Z_chain_18_e13_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,5838,518,0,1781267627.2742283
data\current_experiment\runs\clouseau_reconstruction_outputs\20260612T123350Z_chain_19_e13_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260612T123350Z_chain_19_e13_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260612T123350Z_chain_19_e13_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,9022,1222,0,1781267692.928902
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T002318Z_chain_19_e13_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260613T002318Z_chain_19_e13_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260613T002318Z_chain_19_e13_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,10952,2536,0,1781310438.886609
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T002318Z_chain_19_e13_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260613T002318Z_chain_19_e13_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260613T002318Z_chain_19_e13_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,18541,2182,0,1781310345.7446487
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T002550Z_chain_21_e15_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260613T002550Z_chain_21_e15_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260613T002550Z_chain_21_e15_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,59468,3670,0,1781311652.9673934
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T002722Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260613T002722Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260613T002722Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,error,APIConnectionError,0,0,0,1781312681.106675
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T004738Z_chain_21_e15_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260613T004738Z_chain_21_e15_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260613T004738Z_chain_21_e15_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,67491,2246,0,1781312070.504264
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T005433Z_chain_22_e16_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260613T005433Z_chain_22_e16_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260613T005433Z_chain_22_e16_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,20746,3057,0,1781312316.6239736
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T005840Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260613T005840Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260613T005840Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,error,APIConnectionError,0,0,0,1781312345.5147657
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T014802Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260613T014802Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260613T014802Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,28782,2053,0,1781315488.1605134
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T014802Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260613T014802Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260613T014802Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,6153,563,0,1781315311.0205746
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T014833Z_chain_22_e16_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260613T014833Z_chain_22_e16_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260613T014833Z_chain_22_e16_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,13755,1860,0,1781315473.5919094
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T015119Z_chain_23_e17_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260613T015119Z_chain_23_e17_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260613T015119Z_chain_23_e17_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,97360,4992,0,1781315952.2291965
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T015133Z_chain_23_e17_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260613T015133Z_chain_23_e17_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260613T015133Z_chain_23_e17_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,10502,1244,0,1781315576.468809
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T015301Z_chain_23_e17_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260613T015301Z_chain_23_e17_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260613T015301Z_chain_23_e17_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,105689,4258,0,1781316539.3976192
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T015915Z_chain_24_e18_cmdexe_other_chain_stage1_gpt-4.1-mini_official\run.json,20260613T015915Z_chain_24_e18_cmdexe_other_chain_stage1_gpt-4.1-mini_official,20260613T015915Z_chain_24_e18_cmdexe_other_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,36144,4219,0,1781317285.5517757
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T020905Z_chain_24_e18_cmdexe_other_chain_stage2_gpt-4.1-mini_official\run.json,20260613T020905Z_chain_24_e18_cmdexe_other_chain_stage2_gpt-4.1-mini_official,20260613T020905Z_chain_24_e18_cmdexe_other_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,46846,4382,0,1781317278.1382444
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T022122Z_chain_24_e18_cmdexe_other_chain_stage3_gpt-4.1-mini_official\run.json,20260613T022122Z_chain_24_e18_cmdexe_other_chain_stage3_gpt-4.1-mini_official,20260613T022122Z_chain_24_e18_cmdexe_other_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,68787,4175,0,1781317818.0294962
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T022132Z_chain_25_e18_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official\run.json,20260613T022132Z_chain_25_e18_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,20260613T022132Z_chain_25_e18_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,20291,2473,0,1781317616.947847
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T022700Z_chain_25_e18_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official\run.json,20260613T022700Z_chain_25_e18_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,20260613T022700Z_chain_25_e18_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,8670,651,0,1781317644.9650073
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T022729Z_chain_25_e18_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official\run.json,20260613T022729Z_chain_25_e18_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,20260613T022729Z_chain_25_e18_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,8596,624,0,1781317680.882688
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T022805Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260613T022805Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260613T022805Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,11150,1492,0,1781317735.2549863
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T022858Z_chain_26_e18_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260613T022858Z_chain_26_e18_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260613T022858Z_chain_26_e18_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,6790,1389,0,1781317781.2311203
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T022946Z_chain_26_e18_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260613T022946Z_chain_26_e18_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260613T022946Z_chain_26_e18_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,12443,4454,0,1781317959.9385464
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023021Z_chain_01_e01_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official\run.json,20260613T023021Z_chain_01_e01_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,20260613T023021Z_chain_01_e01_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,9454,2993,0,1781317877.3564231
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023120Z_chain_01_e01_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official\run.json,20260613T023120Z_chain_01_e01_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,20260613T023120Z_chain_01_e01_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,7759,2964,0,1781317922.2149897
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023205Z_chain_01_e01_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official\run.json,20260613T023205Z_chain_01_e01_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,20260613T023205Z_chain_01_e01_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,8372,4366,0,1781318092.7599914
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023243Z_chain_02_e01_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260613T023243Z_chain_02_e01_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260613T023243Z_chain_02_e01_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,8474,1571,0,1781318016.4939954
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023340Z_chain_02_e01_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260613T023340Z_chain_02_e01_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260613T023340Z_chain_02_e01_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,13436,4009,0,1781318142.9386082
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023457Z_chain_02_e01_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official\run.json,20260613T023457Z_chain_02_e01_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,20260613T023457Z_chain_02_e01_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,8078,3311,0,1781318248.8474817
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023547Z_chain_04_e03_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official\run.json,20260613T023547Z_chain_04_e03_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,20260613T023547Z_chain_04_e03_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,21512,7189,0,1781318422.4007514
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023732Z_chain_04_e03_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official\run.json,20260613T023732Z_chain_04_e03_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,20260613T023732Z_chain_04_e03_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,8388,3644,0,1781318319.6704907
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T023842Z_chain_04_e03_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official\run.json,20260613T023842Z_chain_04_e03_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,20260613T023842Z_chain_04_e03_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,14017,5439,0,1781318436.5192432
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024025Z_chain_05_e03_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260613T024025Z_chain_05_e03_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260613T024025Z_chain_05_e03_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,10148,4396,0,1781318520.4994996
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024039Z_chain_05_e03_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260613T024039Z_chain_05_e03_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260613T024039Z_chain_05_e03_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,7998,2895,0,1781318544.1011727
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024207Z_chain_05_e03_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official\run.json,20260613T024207Z_chain_05_e03_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,20260613T024207Z_chain_05_e03_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7793,2985,0,1781318611.2678466
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024232Z_chain_06_e04_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260613T024232Z_chain_06_e04_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260613T024232Z_chain_06_e04_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,9429,4184,0,1781318627.9615982
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024337Z_chain_06_e04_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260613T024337Z_chain_06_e04_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260613T024337Z_chain_06_e04_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,8126,2820,0,1781318658.8057024
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024353Z_chain_06_e04_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official\run.json,20260613T024353Z_chain_06_e04_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,20260613T024353Z_chain_06_e04_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7499,1851,0,1781318696.0845704
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024426Z_chain_07_e05_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official\run.json,20260613T024426Z_chain_07_e05_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,20260613T024426Z_chain_07_e05_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,10297,2146,0,1781318747.1906607
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024459Z_chain_07_e05_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official\run.json,20260613T024459Z_chain_07_e05_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official,20260613T024459Z_chain_07_e05_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,9150,4448,0,1781318753.927132
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024551Z_chain_07_e05_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official\run.json,20260613T024551Z_chain_07_e05_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official,20260613T024551Z_chain_07_e05_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,11356,3834,0,1781318910.2915547
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024601Z_chain_09_e07_cmdexe_other_chain_stage1_gpt-5.4-mini_official\run.json,20260613T024601Z_chain_09_e07_cmdexe_other_chain_stage1_gpt-5.4-mini_official,20260613T024601Z_chain_09_e07_cmdexe_other_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,8844,2596,0,1781318798.5414305
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024642Z_chain_09_e07_cmdexe_other_chain_stage2_gpt-5.4-mini_official\run.json,20260613T024642Z_chain_09_e07_cmdexe_other_chain_stage2_gpt-5.4-mini_official,20260613T024642Z_chain_09_e07_cmdexe_other_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,13927,2613,0,1781318953.9428997
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024834Z_chain_09_e07_cmdexe_other_chain_stage3_gpt-5.4-mini_official\run.json,20260613T024834Z_chain_09_e07_cmdexe_other_chain_stage3_gpt-5.4-mini_official,20260613T024834Z_chain_09_e07_cmdexe_other_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7458,2144,0,1781319003.5443902
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T024917Z_chain_10_e07_discord_run_key_registry_chain_stage1_gpt-5.4-mini_official\run.json,20260613T024917Z_chain_10_e07_discord_run_key_registry_chain_stage1_gpt-5.4-mini_official,20260613T024917Z_chain_10_e07_discord_run_key_registry_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,9052,1266,0,1781319030.984962
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025007Z_chain_10_e07_discord_run_key_registry_chain_stage2_gpt-5.4-mini_official\run.json,20260613T025007Z_chain_10_e07_discord_run_key_registry_chain_stage2_gpt-5.4-mini_official,20260613T025007Z_chain_10_e07_discord_run_key_registry_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,7792,3116,0,1781319099.7466674
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025034Z_chain_10_e07_discord_run_key_registry_chain_stage3_gpt-5.4-mini_official\run.json,20260613T025034Z_chain_10_e07_discord_run_key_registry_chain_stage3_gpt-5.4-mini_official,20260613T025034Z_chain_10_e07_discord_run_key_registry_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,16771,3061,0,1781319369.6873498
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025144Z_chain_11_e07_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official\run.json,20260613T025144Z_chain_11_e07_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,20260613T025144Z_chain_11_e07_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,10176,2738,0,1781319172.426619
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025256Z_chain_11_e07_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official\run.json,20260613T025256Z_chain_11_e07_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official,20260613T025256Z_chain_11_e07_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,9456,3210,0,1781319438.3413973
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025612Z_chain_11_e07_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official\run.json,20260613T025612Z_chain_11_e07_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official,20260613T025612Z_chain_11_e07_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,10656,4633,0,1781319516.7677028
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025722Z_chain_12_e08_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260613T025722Z_chain_12_e08_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260613T025722Z_chain_12_e08_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,9651,4632,0,1781319508.1608837
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025832Z_chain_12_e08_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260613T025832Z_chain_12_e08_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260613T025832Z_chain_12_e08_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,8212,3637,0,1781319568.6670625
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025841Z_chain_12_e08_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official\run.json,20260613T025841Z_chain_12_e08_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,20260613T025841Z_chain_12_e08_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,8879,2161,0,1781319604.1783092
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T025931Z_chain_13_e09_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official\run.json,20260613T025931Z_chain_13_e09_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,20260613T025931Z_chain_13_e09_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,10878,3783,0,1781319629.4960186
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T030007Z_chain_13_e09_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official\run.json,20260613T030007Z_chain_13_e09_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,20260613T030007Z_chain_13_e09_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,9267,3691,0,1781319682.1508365
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T030032Z_chain_13_e09_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official\run.json,20260613T030032Z_chain_13_e09_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,20260613T030032Z_chain_13_e09_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7727,2580,0,1781319706.5125859
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T030124Z_chain_14_e09_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260613T030124Z_chain_14_e09_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260613T030124Z_chain_14_e09_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,8660,2964,0,1781319777.3919902
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T030149Z_chain_14_e09_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260613T030149Z_chain_14_e09_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260613T030149Z_chain_14_e09_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,7206,901,0,1781319749.614807
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T030232Z_chain_14_e09_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official\run.json,20260613T030232Z_chain_14_e09_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,20260613T030232Z_chain_14_e09_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,8382,3600,0,1781319900.4245484
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T030300Z_chain_15_e10_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260613T030300Z_chain_15_e10_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260613T030300Z_chain_15_e10_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,15213,2820,0,1781319873.1217196
data\current_experiment\runs\clouseau_reconstruction_outputs\20260613T030436Z_chain_15_e10_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260613T030436Z_chain_15_e10_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260613T030436Z_chain_15_e10_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,12790,2961,0,1781320017.2400339
